index,time_from_start,joint1,joint2,joint3,joint4,joint5,joint6,velocity1,velocity2,velocity3,velocity4,velocity5,velocity6,acceleration1,acceleration2,acceleration3,acceleration4,acceleration5,acceleration6
108,17.879216,0.13478958,-0.44329703,-0.21972131,0.00001201,0.66301833,0.13478010,-0.03870816,-0.09078382,0.05350044,-0.00000058,0.03728340,-0.03870745,-0.03477745,0.00780928,-0.01409910,-0.00000005,0.00628982,-0.03477754
109,18.059352,0.12724313,-0.45952161,-0.21031706,0.00001190,0.66983867,0.12723377,-0.04513632,-0.08915392,0.05081116,-0.00000059,0.03834276,-0.04513559,-0.03682311,0.01042976,-0.01581127,0.00000001,0.00538143,-0.03682302
110,18.235793,0.11869499,-0.47508730,-0.20160320,0.00001180,0.67669049,0.11868577,-0.05183845,-0.08706480,0.04786250,-0.00000057,0.03920230,-0.05183771,-0.03954695,0.01339436,-0.01777027,-0.00000001,0.00437600,-0.03954692
111,18.407548,0.10919318,-0.48983724,-0.19365152,0.00001170,0.68348876,0.10918408,-0.05890642,-0.08449006,0.04462362,-0.00000059,0.03986647,-0.05890568,-0.04327461,0.01682258,-0.02014342,-0.00000003,0.00332083,-0.04327455
112,18.573659,0.09879252,-0.50363361,-0.18652640,0.00001160,0.69016001,0.09878355,-0.06645947,-0.08138103,0.04105673,-0.00000058,0.04032429,-0.06645870,-0.04590811,0.02354555,-0.02429912,0.00000015,0.00075337,-0.04590814
113,18.732929,0.08756858,-0.51631702,-0.18029247,0.00001151,0.69660949,0.08755973,-0.07384401,-0.07682880,0.03671717,-0.00000054,0.04011160,-0.07384328,-0.03786055,0.04081362,-0.03325534,0.00000023,-0.00755828,-0.03786086
114,18.887564,0.07561250,-0.52775057,-0.17500069,0.00001143,0.70275125,0.07560376,-0.07834409,-0.06856942,0.03061770,-0.00000051,0.03795171,-0.07834342,-0.02018786,0.05998350,-0.04176512,0.00000024,-0.01821828,-0.02018831
115,19.046253,0.06302150,-0.53780146,-0.17069921,0.00001135,0.70850067,0.06301286,-0.08016935,-0.05803453,0.02363115,-0.00000047,0.03440338,-0.08016876,-0.01012383,0.06546439,-0.04295654,0.00000035,-0.02250794,-0.01012420
116,19.208208,0.04990667,-0.54635900,-0.16742350,0.00001128,0.71378249,0.04989812,-0.08159024,-0.04757864,0.01684394,-0.00000040,0.03073467,-0.08158969,-0.00744542,0.06392820,-0.04115484,0.00000041,-0.02277335,-0.00744584
117,19.372595,0.03639511,-0.55332841,-0.16520231,0.00001122,0.71853071,0.03638665,-0.08259911,-0.03717202,0.01020057,-0.00000033,0.02697146,-0.08259866,-0.00488882,0.06289846,-0.03992555,0.00000030,-0.02297272,-0.00488931
118,19.538597,0.02261687,-0.55864021,-0.16405335,0.00001117,0.72269355,0.02260847,-0.08320545,-0.02679772,0.00365300,-0.00000030,0.02314475,-0.08320506,-0.00241066,0.06223464,-0.03918152,0.00000028,-0.02305312,-0.00241094
119,19.705415,0.00870269,-0.56224722,-0.16398652,0.00001112,0.72623374,0.00869436,-0.08340142,-0.01645910,-0.00283982,-0.00000024,0.01929892,-0.08340106,0.00007483,0.06171191,-0.03879444,0.00000036,-0.02291756,0.00007438
120,19.872203,-0.00520632,-0.56413106,-0.16500073,0.00001109,0.72913178,-0.00521460,-0.08318049,-0.00621027,-0.00928905,-0.00000018,0.01549932,-0.08318025,0.00256188,0.06136060,-0.03878381,0.00000027,-0.02257670,0.00256126
121,20.038135,-0.01897310,-0.56431350,-0.16707717,0.00001106,0.73139067,-0.01898135,-0.08254904,0.00395678,-0.01574396,-0.00000015,0.01178721,-0.08254888,0.00504593,0.06136633,-0.03926905,0.00000017,-0.02209737,0.00504567
122,20.202390,-0.03246299,-0.56282458,-0.17019919,0.00001104,0.73302377,-0.03247122,-0.08151438,0.01405213,-0.02225520,-0.00000012,0.00820304,-0.08151423,0.00755764,0.06156421,-0.04015781,0.00000027,-0.02140639,0.00755746
123,20.364174,-0.04554995,-0.55973196,-0.17433323,0.00001102,0.73406518,-0.04555815,-0.08008495,0.02402910,-0.02883696,-0.00000006,0.00480789,-0.08008486,0.01011391,0.06200754,-0.04149813,0.00000038,-0.02050931,0.01011343
124,20.522697,-0.05811473,-0.55512790,-0.17943586,0.00001102,0.73456377,-0.05812293,-0.07827483,0.03391356,-0.03554733,0.00000000,0.00163377,-0.07827483,0.01275632,0.06299156,-0.04350394,0.00000020,-0.01948783,0.01275602
125,20.677222,-0.07005375,-0.54911538,-0.18546126,0.00001102,0.73457663,-0.07006195,-0.07609161,0.04374850,-0.04245580,0.00000000,-0.00129274,-0.07609161,0.01557746,0.06459952,-0.04628003,0.00000011,-0.01831938,0.01557724
126,20.826989,-0.08126880,-0.54181558,-0.19235482,0.00001102,0.73417040,-0.08127700,-0.07353473,0.05357068,-0.04962997,0.00000003,-0.00394067,-0.07353480,0.01858666,0.06694660,-0.04995806,0.00000036,-0.01698842,0.01858618
127,20.971258,-0.09167564,-0.53336365,-0.20005428,0.00001103,0.73341793,-0.09168386,-0.07062645,0.06343324,-0.05714529,0.00000011,-0.00628795,-0.07062660,0.03243344,0.05895498,-0.04469963,0.00000026,-0.01425547,0.03243318
128,21.109360,-0.10121171,-0.52390383,-0.20849103,0.00001105,0.73239486,-0.10121995,-0.06437645,0.07021789,-0.06225188,0.00000011,-0.00796601,-0.06437659,0.05346248,0.03440571,-0.02551472,-0.00000001,-0.00889111,0.05346249
129,21.253100,-0.10981958,-0.51357335,-0.21759943,0.00001106,0.73117278,-0.10982784,-0.05555852,0.07313019,-0.06433639,0.00000010,-0.00879384,-0.05555866,0.05796365,0.01745108,-0.01337306,-0.00000002,-0.00407801,0.05796368
130,21.401797,-0.11745906,-0.50251788,-0.22730535,0.00001108,0.72982322,-0.11746734,-0.04742575,0.07532123,-0.06616266,0.00000010,-0.00915857,-0.04742588,0.05201637,0.01287390,-0.01165822,-0.00000002,-0.00121546,0.05201639
131,21.554336,-0.12410592,-0.49088389,-0.23753000,0.00001109,0.72841389,-0.12411422,-0.03988932,0.07700827,-0.06784826,0.00000010,-0.00915997,-0.03988945,0.04751522,0.00949847,-0.01046461,0.00000009,0.00096614,0.04751513
132,21.709802,-0.12974518,-0.47879893,-0.24820297,0.00001111,0.72700190,-0.12975350,-0.03279081,0.07824681,-0.06938581,0.00000013,-0.00886099,-0.03279097,0.04419998,0.00659301,-0.00931590,-0.00000001,0.00272278,0.04419989
133,21.867310,-0.13436859,-0.46639468,-0.25924595,0.00001113,0.72564063,-0.13437694,-0.02605588,0.07907171,-0.07076390,0.00000009,-0.00830781,-0.02605604,0.04163290,0.00405766,-0.00817200,-0.00000011,0.00411434,0.04163301
134,22.026084,-0.13798618,-0.45378999,-0.27058430,0.00001114,0.72437429,-0.13799455,-0.01962309,0.07953017,-0.07197047,0.00000009,-0.00755970,-0.01962321,0.03967926,0.00178248,-0.00707065,-0.00000000,0.00528817,0.03967936
135,22.185429,-0.14061108,-0.44109457,-0.28214117,0.00001116,0.72323574,-0.14061947,-0.01343313,0.07963875,-0.07301321,0.00000009,-0.00662554,-0.01343326,0.03821031,-0.00032404,-0.00601934,-0.00000010,0.00634339,0.03821041
136,22.344639,-0.14226537,-0.42842067,-0.29384302,0.00001117,0.72226369,-0.14227378,-0.00745100,0.07942694,-0.07388796,0.00000006,-0.00553899,-0.00745110,0.03717652,-0.00217977,-0.00494521,-0.00000010,0.00712508,0.03717672
137,22.503135,-0.14297831,-0.41586014,-0.30561583,0.00001118,0.72147597,-0.14298673,-0.00162192,0.07894623,-0.07458433,0.00000006,-0.00436186,-0.00162198,0.03649487,-0.00385549,-0.00385683,-0.00000010,0.00771232,0.03649507
138,22.660419,-0.14277754,-0.40349101,-0.31739528,0.00001119,0.72088630,-0.14278597,0.00407335,0.07820946,-0.07510587,0.00000003,-0.00310359,0.00407332,0.03604208,-0.00551015,-0.00274558,-0.00000010,0.00825553,0.03604228
139,22.815963,-0.14170405,-0.39139402,-0.32911106,0.00001119,0.72050508,-0.14171248,0.00965306,0.07722250,-0.07544323,0.00000003,-0.00177930,0.00965306,0.03581576,-0.00737344,-0.00135596,0.00000000,0.00872940,0.03581586
140,22.969293,-0.13979596,-0.37963898,-0.34069774,0.00001120,0.72033672,-0.13980439,0.01513591,0.07593199,-0.07552469,0.00000003,-0.00040730,0.01513591,0.03551924,-0.01036168,0.00125083,-0.00000022,0.00911095,0.03551924
141,23.120257,-0.13709829,-0.36828841,-0.35209273,0.00001120,0.72038114,-0.13710672,0.02046133,0.07406951,-0.07506261,-0.00000003,0.00099310,0.02046133,0.03487815,-0.01395263,0.00463758,-0.00000022,0.00931505,0.03487815
142,23.269534,-0.13365263,-0.35740028,-0.36323461,0.00001119,0.72063489,-0.13366106,0.02560776,0.07174284,-0.07413230,-0.00000003,0.00238946,0.02560776,0.03440142,-0.01634651,0.00695434,-0.00000000,0.00939217,0.03440165
143,23.416772,-0.12950520,-0.34701557,-0.37407408,0.00001119,0.72108965,-0.12951363,0.03066187,0.06922252,-0.07300054,-0.00000003,0.00377802,0.03066194,0.03438315,-0.01791740,0.00844010,-0.00000012,0.00947730,0.03438350
144,23.561515,-0.12469995,-0.33718863,-0.38454937,0.00001118,0.72173800,-0.12470836,0.03564698,0.06651130,-0.07166795,-0.00000007,0.00515665,0.03564709,0.03466065,-0.01953622,0.00996462,-0.00000025,0.00957172,0.03466079
145,23.703416,-0.11928722,-0.32795053,-0.39461724,0.00001117,0.72256777,-0.11929562,0.04059713,0.06362259,-0.07014424,-0.00000011,0.00652169,0.04059724,0.03535907,-0.02130212,0.01158513,-0.00000014,0.00971699,0.03535922
146,23.842054,-0.11331087,-0.31934001,-0.40422757,0.00001115,0.72356759,-0.11331925,0.04556658,0.06053523,-0.06841787,-0.00000011,0.00788264,0.04556673,0.03655323,-0.02329756,0.01334360,-0.00000002,0.00995369,0.03655338
147,23.977038,-0.10681917,-0.31138672,-0.41333792,0.00001114,0.72472464,-0.10682753,0.05059892,0.05724785,-0.06649313,-0.00000011,0.00924525,0.05059907,0.03838058,-0.02555304,0.01524452,-0.00000003,0.01030867,0.03838061
148,24.107965,-0.09985608,-0.30411720,-0.42190880,0.00001112,0.72602600,-0.09986442,0.05577239,0.05374040,-0.06436419,-0.00000012,0.01062383,0.05577254,0.03800826,-0.03063650,0.02036842,-0.00000003,0.01026822,0.03800845
149,24.234417,-0.09246453,-0.29755507,-0.42990391,0.00001111,0.72745899,-0.09247285,0.06038145,0.04936265,-0.06125073,-0.00000012,0.01188807,0.06038165,0.02882324,-0.04143216,0.03296716,-0.00000017,0.00846468,0.02882341
150,24.359092,-0.08469265,-0.29172089,-0.43729053,0.00001109,0.72901142,-0.08470094,0.06301069,0.04333565,-0.05608524,-0.00000016,0.01274954,0.06301089,0.01534837,-0.05047260,0.04485572,-0.00000030,0.00561688,0.01534851
151,24.486433,-0.07658487,-0.28663382,-0.44403825,0.00001107,0.73067207,-0.07659314,0.06424947,0.03664278,-0.04994640,-0.00000019,0.01330361,0.06424971,0.00891709,-0.05122957,0.04713005,-0.00000013,0.00409967,0.00891721
152,24.616071,-0.06818193,-0.28230449,-0.45012567,0.00001104,0.73243016,-0.06819016,0.06530219,0.03017077,-0.04397384,-0.00000019,0.01380307,0.06530241,0.00738055,-0.04889382,0.04522180,0.00000017,0.00367202,0.00738052
153,24.747628,-0.05952823,-0.27875335,-0.45552402,0.00001102,0.73427737,-0.05953644,0.06617724,0.02387193,-0.03813466,-0.00000015,0.01426273,0.06617747,0.00598204,-0.04704781,0.04367807,0.00000002,0.00336960,0.00598230
154,24.880771,-0.05066479,-0.27598558,-0.46021993,0.00001100,0.73620551,-0.05067296,0.06688563,0.01771719,-0.03241223,-0.00000019,0.01469500,0.06688593,0.00470011,-0.04560624,0.04242268,-0.00000013,0.00318356,0.00470024
155,25.015166,-0.04163379,-0.27401333,-0.46419552,0.00001097,0.73820884,-0.04164192,0.06743470,0.01167054,-0.02678499,-0.00000019,0.01511445,0.06743496,0.00349679,-0.04455016,0.04143391,0.00000001,0.00311652,0.00349650
156,25.150507,-0.03247519,-0.27283761,-0.46744482,0.00001095,0.74028243,-0.03248329,0.06782885,0.00570039,-0.02123600,-0.00000018,0.01553564,0.06782907,0.00235965,-0.04388455,0.04071675,0.00000001,0.00316779,0.00235951
157,25.286481,-0.02323082,-0.27246673,-0.46995716,0.00001092,0.74242389,-0.02323889,0.06807491,-0.00023599,-0.01573793,-0.00000018,0.01597392,0.06807513,0.00126097,-0.04352590,0.04018938,0.00000000,0.00333624,0.00126110
158,25.422807,-0.01393839,-0.27290187,-0.47173026,0.00001090,0.74463213,-0.01394643,0.06817221,-0.00615171,-0.01029243,-0.00000018,0.01644410,0.06817247,0.00019527,-0.04341940,0.03984690,-0.00000013,0.00357250,0.00019554
159,25.559171,-0.00464095,-0.27414424,-0.47276380,0.00001087,0.74690803,-0.00464895,0.06812815,-0.01207602,-0.00487209,-0.00000022,0.01694811,0.06812845,-0.00084375,-0.04356924,0.03959657,-0.00000014,0.00397293,-0.00084362
160,25.695321,0.00462746,-0.27619275,-0.47305797,0.00001084,0.74925072,0.00461950,0.06794227,-0.01802492,0.00049818,-0.00000022,0.01752678,0.06794257,-0.00192083,-0.04396943,0.03936588,0.00000013,0.00460356,-0.00192082
161,25.830940,0.01382367,-0.27904286,-0.47262841,0.00001081,0.75167127,0.01381575,0.06760613,-0.02402556,0.00582635,-0.00000018,0.01819921,0.06760643,-0.00300186,-0.04463095,0.03935330,0.00000013,0.00527752,-0.00300185
162,25.965744,0.02290973,-0.28268982,-0.47148239,0.00001079,0.75417221,0.02290185,0.06713050,-0.03009417,0.01114023,-0.00000019,0.01895394,0.06713080,-0.00408983,-0.04564507,0.03958546,-0.00000029,0.00605960,-0.00408981
163,26.099459,0.03184947,-0.28712371,-0.46963705,0.00001076,0.75676076,0.03184163,0.06650794,-0.03628212,0.01645579,-0.00000026,0.01982633,0.06650824,-0.00525182,-0.04702861,0.03995466,-0.00000030,0.00707396,-0.00525165
164,26.231770,0.04060254,-0.29234179,-0.46710473,0.00001072,0.75944652,0.04059474,0.06573338,-0.04260498,0.02176919,-0.00000027,0.02083580,0.06573373,-0.00649869,-0.04868827,0.04040399,0.00000012,0.00828429,-0.00649852
165,26.362383,0.04913235,-0.29832558,-0.46391341,0.00001069,0.76223899,0.04912460,0.06479927,-0.04908343,0.02707896,-0.00000023,0.02200447,0.06479962,-0.00784101,-0.05083964,0.04110112,0.00000012,0.00973837,-0.00784097
166,26.490952,0.05739737,-0.30506335,-0.46008634,0.00001066,0.76514969,0.05738966,0.06370113,-0.05578172,0.03242187,-0.00000024,0.02335981,0.06370148,-0.01362665,-0.04926691,0.03952446,-0.00000017,0.00974229,-0.01362662
167,26.617167,0.06536239,-0.31253788,-0.45565283,0.00001063,0.76819070,0.06535473,0.06132742,-0.06163586,0.03714917,-0.00000028,0.02448665,0.06132777,-0.02671604,-0.03774125,0.03142771,-0.00000013,0.00631370,-0.02671593
168,26.745200,0.07298974,-0.32073414,-0.45064124,0.00001059,0.77137537,0.07298212,0.05690863,-0.06537736,0.04041230,-0.00000027,0.02496505,0.05690901,-0.03629211,-0.02410810,0.02129679,0.00000007,0.00281146,-0.03629191
169,26.878568,0.08023834,-0.32962756,-0.44508903,0.00001056,0.77471658,0.08023078,0.05184064,-0.06793773,0.04271616,-0.00000026,0.02522157,0.05184105,-0.03647249,-0.01820002,0.01578916,-0.00000006,0.00241086,-0.03647246
170,27.016862,0.08707285,-0.33919021,-0.43903690,0.00001052,0.77822710,0.08706534,0.04700046,-0.07032160,0.04470161,-0.00000028,0.02561999,0.04700085,-0.03387123,-0.01631987,0.01304011,-0.00000006,0.00327989,-0.03387132
171,27.159778,0.09345536,-0.34940273,-0.43251847,0.00001048,0.78192119,0.09344791,0.04231570,-0.07252705,0.04638318,-0.00000028,0.02614390,0.04231608,-0.03187115,-0.01459746,0.01060014,-0.00000006,0.00399743,-0.03187123
172,27.306909,0.09934639,-0.36022646,-0.42558360,0.00001044,0.78581006,0.09933899,0.03775633,-0.07455555,0.04777615,-0.00000030,0.02677944,0.03775670,-0.03033097,-0.01306998,0.00847952,-0.00000006,0.00459023,-0.03033092
173,27.457949,0.10471320,-0.37163303,-0.41827301,0.00001039,0.78990604,0.10470586,0.03327189,-0.07642414,0.04891153,-0.00000029,0.02751258,0.03327228,-0.02916240,-0.01161795,0.00654329,0.00000004,0.00507455,-0.02916214
174,27.612563,0.10951610,-0.38358586,-0.41063356,0.00001035,0.79421941,0.10950882,0.02884270,-0.07810663,0.04977614,-0.00000029,0.02833050,0.02884315,-0.02826700,-0.01021007,0.00474321,0.00000004,0.00546706,-0.02826685
175,27.770343,0.11372350,-0.39603311,-0.40272322,0.00001030,0.79875633,0.11371630,0.02444143,-0.07961371,0.05039328,-0.00000028,0.02922046,0.02444187,-0.02761981,-0.00893171,0.00315771,0.00000003,0.00577399,-0.02761996
176,27.930992,0.11729896,-0.40893717,-0.39458688,0.00001026,0.80352405,0.11729182,0.02004775,-0.08095075,0.05078165,-0.00000028,0.03016910,0.02004815,-0.02719299,-0.00768810,0.00168852,-0.00000007,0.00599939,-0.02719303
177,28.094127,0.12021464,-0.42224366,-0.38628094,0.00001021,0.80852460,0.12020757,0.01563678,-0.08210299,0.05093999,-0.00000030,0.03116296,0.01563721,-0.02696035,-0.00641493,0.00027106,-0.00000016,0.00614388,-0.02696019
178,28.259391,0.12243405,-0.43589964,-0.37785828,0.00001016,0.81375791,0.12242705,0.01119403,-0.08305740,0.05087066,-0.00000033,0.03218674,0.01119448,-0.02685392,-0.00512043,-0.00108685,-0.00000007,0.00620737,-0.02685377
179,28.426348,0.12393353,-0.44983707,-0.36938064,0.00001010,0.81921771,0.12392661,0.00671534,-0.08380410,0.05057892,-0.00000033,0.03322518,0.00671582,-0.02688578,-0.00385646,-0.00234048,0.00000002,0.00619686,-0.02688571
180,28.594602,0.12468511,-0.46399173,-0.36090365,0.00001005,0.82489537,0.12467827,0.00218161,-0.08435013,0.05008610,-0.00000033,0.03426400,0.00218208,-0.02704486,-0.00255642,-0.00354785,0.00000001,0.00610427,-0.02704479
181,28.763746,0.12466960,-0.47829665,-0.35248168,0.00000999,0.83077832,0.12466284,-0.00240954,-0.08466663,0.04938188,-0.00000032,0.03528475,-0.00240904,-0.02737006,-0.00116178,-0.00476453,0.00000000,0.00592639,-0.02737006
182,28.933268,0.12386908,-0.49266545,-0.34417968,0.00000994,0.83684512,0.12386241,-0.00708770,-0.08474359,0.04847252,-0.00000032,0.03627107,-0.00708723,-0.02782288,0.00028234,-0.00594885,-0.00000000,0.00566660,-0.02782296
183,29.102721,0.12226705,-0.50702255,-0.33605074,0.00000988,0.84307328,0.12226045,-0.01184078,-0.08457093,0.04736537,-0.00000033,0.03720558,-0.01184031,-0.02839002,0.00183655,-0.00712461,-0.00000001,0.00528815,-0.02838983
184,29.271551,0.11986355,-0.52127432,-0.32815680,0.00000983,0.84943112,0.11985704,-0.01669155,-0.08412231,0.04606239,-0.00000033,0.03805996,-0.01669102,-0.02922758,0.00347718,-0.00833368,-0.00000001,0.00485632,-0.02922747
185,29.439206,0.11665059,-0.53532846,-0.32055143,0.00000977,0.85587989,0.11664417,-0.02167543,-0.08340091,0.04456122,-0.00000033,0.03883966,-0.02167492,-0.03027893,0.00525448,-0.00964719,-0.00000002,0.00439253,-0.03027898
186,29.605145,0.11263274,-0.54909643,-0.31329141,0.00000972,0.86238783,0.11262640,-0.02679245,-0.08236945,0.04284414,-0.00000033,0.03952528,-0.02679193,-0.03151412,0.00726005,-0.01103355,-0.00000003,0.00377359,-0.03151417
187,29.768666,0.10782355,-0.56246590,-0.30643600,0.00000966,0.86890189,0.10781730,-0.03205807,-0.08100901,0.04092610,-0.00000034,0.04008291,-0.03205758,-0.03306437,0.00941326,-0.01246236,0.00000006,0.00304919,-0.03306441
188,29.929153,0.10224568,-0.57534397,-0.30003104,0.00000961,0.87537500,0.10223950,-0.03750556,-0.07931948,0.03880624,-0.00000032,0.04051324,-0.03750505,-0.03512771,0.01182382,-0.01409441,0.00000005,0.00227069,-0.03512764
189,30.085900,0.09592552,-0.58762872,-0.29412535,0.00000956,0.88175406,0.09591943,-0.04320177,-0.07725810,0.03645488,-0.00000032,0.04080325,-0.04320125,-0.03786341,0.01460690,-0.01601761,-0.00000006,0.00141070,-0.03786342
190,30.238119,0.08889780,-0.59921410,-0.28876772,0.00000951,0.88798182,0.08889178,-0.04920406,-0.07480644,0.03385734,-0.00000033,0.04094910,-0.04920356,-0.04138457,0.01776901,-0.01827007,0.00000004,0.00050096,-0.04138467
191,30.385031,0.08120703,-0.61000569,-0.28399755,0.00000946,0.89400323,0.08120109,-0.05558120,-0.07194283,0.03098972,-0.00000031,0.04095310,-0.05558071,-0.04612548,0.02146183,-0.02103085,0.00000015,-0.00043097,-0.04612558
192,30.525757,0.07291052,-0.61990761,-0.27985389,0.00000942,0.89976150,0.07290464,-0.06247152,-0.06863320,0.02780806,-0.00000029,0.04082514,-0.06247104,-0.04243277,0.03549480,-0.02814914,0.00000006,-0.00734566,-0.04243279
193,30.659380,0.06406804,-0.62883513,-0.27636844,0.00000938,0.90520356,0.06406223,-0.06722258,-0.06220487,0.02326704,-0.00000030,0.03893783,-0.06722210,-0.02411423,0.05778603,-0.03733822,0.00000014,-0.02044768,-0.02411451
194,30.795877,0.05475242,-0.63671033,-0.27356902,0.00000934,0.91027935,0.05474667,-0.06898523,-0.05302409,0.01772230,-0.00000025,0.03530183,-0.06898483,-0.01103267,0.06644516,-0.03980457,0.00000030,-0.02664071,-0.01103312
195,30.935290,0.04503432,-0.64346501,-0.27147868,0.00000931,0.91494369,0.04502862,-0.07026661,-0.04387198,0.01228455,-0.00000021,0.03158739,-0.07026625,-0.00797996,0.06451418,-0.03818695,0.00000015,-0.02632749,-0.00798013
196,31.076925,0.03500407,-0.64904050,-0.27011646,0.00000928,0.91915695,0.03499842,-0.07122799,-0.03489245,0.00698990,-0.00000021,0.02790252,-0.07122764,-0.00560542,0.06262828,-0.03685583,0.00000014,-0.02577220,-0.00560557
197,31.220193,0.02474128,-0.65340596,-0.26948724,0.00000925,0.92289319,0.02473568,-0.07186360,-0.02602902,0.00178423,-0.00000017,0.02424482,-0.07186329,-0.00329230,0.06131714,-0.03601497,0.00000025,-0.02530204,-0.00329280
198,31.364377,0.01434677,-0.65652258,-0.26960358,0.00000923,0.92612616,0.01434121,-0.07217437,-0.01726675,-0.00336266,-0.00000014,0.02062941,-0.07217416,-0.00104863,0.06037931,-0.03554226,0.00000012,-0.02483718,-0.00104912
199,31.508890,0.00390475,-0.65839082,-0.27045803,0.00000921,0.92884884,0.00389921,-0.07216634,-0.00859769,-0.00847671,-0.00000014,0.01707440,-0.07216617,0.00118222,0.05981348,-0.03544918,0.00000012,-0.02436429,0.00118223
200,31.653042,-0.00648512,-0.65900443,-0.27205051,0.00000919,0.93105494,-0.00649063,-0.07183310,-0.00000070,-0.01359559,-0.00000010,0.01359629,-0.07183289,0.00342959,0.05948235,-0.03566578,0.00000024,-0.02381669,0.00342948
201,31.796219,-0.01673499,-0.65839102,-0.27436444,0.00000918,0.93275545,-0.01674047,-0.07118092,0.00849332,-0.01872453,-0.00000007,0.01023117,-0.07118078,0.00565819,0.05950659,-0.03626246,0.00000024,-0.02324400,0.00565758
202,31.937756,-0.02675134,-0.65658626,-0.27738165,0.00000917,0.93396790,-0.02675681,-0.07022213,0.01694168,-0.02392003,-0.00000004,0.00697839,-0.07022210,0.00794425,0.06003249,-0.03735272,0.00000025,-0.02267952,0.00794388
203,32.077090,-0.03645837,-0.65363259,-0.28108289,0.00000917,0.93471548,-0.03646384,-0.06894961,0.02535473,-0.02921583,0.00000000,0.00386115,-0.06894957,0.01032767,0.06088102,-0.03885563,0.00000013,-0.02202552,0.01032754
204,32.213524,-0.04576543,-0.64959424,-0.28543844,0.00000917,0.93503268,-0.04577089,-0.06737409,0.03373071,-0.03463517,0.00000000,0.00090446,-0.06737409,0.01277862,0.06232293,-0.04095350,0.00000000,-0.02136956,0.01277848
205,32.346544,-0.05461254,-0.64454374,-0.29041545,0.00000917,0.93495919,-0.05461801,-0.06550637,0.04214784,-0.04025089,0.00000000,-0.00189695,-0.06550637,0.01539858,0.06452580,-0.04380647,0.00000015,-0.02071933,0.01539843
206,32.475486,-0.06292562,-0.63855310,-0.29598265,0.00000917,0.93453575,-0.06293108,-0.06334025,0.05063403,-0.04611081,0.00000004,-0.00452322,-0.06334029,0.02224996,0.06363523,-0.04408146,0.00000016,-0.01955377,0.02224949
207,32.599821,-0.07065520,-0.63171928,-0.30209428,0.00000918,0.93381356,-0.07066068,-0.05987095,0.05826521,-0.05141573,0.00000004,-0.00684948,-0.05987107,0.03901355,0.04971544,-0.03344322,0.00000000,-0.01627222,0.03901339
208,32.723017,-0.07774554,-0.62413065,-0.30870964,0.00000918,0.93284029,-0.07775103,-0.05368318,0.06294014,-0.05438904,0.00000004,-0.00855110,-0.05368326,0.05330579,0.02805370,-0.01713433,0.00000014,-0.01091936,0.05330581
209,32.851472,-0.08416461,-0.61588035,-0.31578132,0.00000919,0.93166167,-0.08417011,-0.04645651,0.06532495,-0.05572760,0.00000008,-0.00959735,-0.04645663,0.05315159,0.01659458,-0.00999818,0.00000013,-0.00659640,0.05315147
210,32.984246,-0.08988130,-0.60706592,-0.32326727,0.00000920,0.93033319,-0.08988682,-0.03979848,0.06727512,-0.05700085,0.00000007,-0.01027427,-0.03979859,0.04790515,0.01296975,-0.00905711,-0.00000001,-0.00391264,0.04790518
211,33.120527,-0.09487258,-0.59777966,-0.33111767,0.00000921,0.92889733,-0.09487811,-0.03356741,0.06881452,-0.05816446,0.00000007,-0.01065006,-0.03356751,0.04406306,0.00984549,-0.00807903,-0.00000001,-0.00176659,0.04406308
212,33.259478,-0.09912013,-0.58812595,-0.33927600,0.00000922,0.92740195,-0.09912568,-0.02767091,0.06998491,-0.05922446,0.00000007,-0.01076049,-0.02767101,0.04108030,0.00718411,-0.00719290,-0.00000001,0.00000879,0.04108031
213,33.400452,-0.10261836,-0.57818913,-0.34769608,0.00000923,0.92588520,-0.10262392,-0.02206800,0.07082553,-0.06017793,0.00000007,-0.01064760,-0.02206811,0.03874282,0.00482146,-0.00632105,-0.00000000,0.00149984,0.03874270
214,33.542773,-0.10537190,-0.56806138,-0.35632415,0.00000924,0.92438553,-0.10537748,-0.01669523,0.07135081,-0.06101519,0.00000007,-0.01033559,-0.01669537,0.03704294,0.00264011,-0.00543726,-0.00000000,0.00279703,0.03704282
215,33.685853,-0.10738320,-0.55782552,-0.36510989,0.00000925,0.92293541,-0.10738880,-0.01149590,0.07157902,-0.06172973,0.00000007,-0.00984933,-0.01149604,0.03580986,0.00063844,-0.00455721,-0.00000000,0.00391877,0.03580986
216,33.829089,-0.10866336,-0.54756716,-0.37399836,0.00000926,0.92156551,-0.10866898,-0.00644230,0.07153361,-0.06231999,0.00000007,-0.00921358,-0.00644244,0.03485087,-0.00120260,-0.00368698,0.00000000,0.00488983,0.03485111
217,33.971987,-0.10922656,-0.53735732,-0.38294176,0.00000927,0.92029909,-0.10923220,-0.00152388,0.07123492,-0.06278470,0.00000007,-0.00845018,-0.00152395,0.03415521,-0.00293447,-0.00281409,-0.00000012,0.00574843,0.03415558
218,34.114027,-0.10909757,-0.52726969,-0.39188805,0.00000928,0.91915774,-0.10910321,0.00328979,0.07069747,-0.06312183,0.00000004,-0.00757564,0.00328976,0.03377766,-0.00460510,-0.00192510,-0.00000012,0.00652995,0.03377753
